chrom,systematic name,common name,Simple Type,Half-Life           (in minutes),Description
chr8,YHR176W,FMO1,CDS,23,"Flavin-containing monooxygenase, localized to the cytoplasmic face of the ER membrane  catalyzes oxidation of biological thiols to maintain the ER redox buffer ratio for correct folding of disulfide-bonded proteins"
chr11,YKR045C,YKR045C,CDS,23,Putative protein of unknown function  epitope-tagged protein localizes to the cytoplasm
chr13,YMR198W,CIK1,CDS,23,"Kinesin-associated protein required for both karyogamy and mitotic spindle organization, interacts stably and specifically with Kar3p and may function to target this kinesin to a specific cellular role  has similarity to Vik1p"
chr16,YPL037C,EGD1,CDS,23,"Subunit beta1 of the nascent polypeptide-associated complex (NAC) involved in protein targeting, associated with cytoplasmic ribosomes  enhances DNA binding of the Gal4p activator  homolog of human BTF3b"
chr7,YGL049C,TIF4632,CDS,23,"Translation initiation factor eIF4G, subunit of the mRNA cap-binding protein complex (eIF4F) that also contains eIF4E (Cdc33p)  associates with the poly(A)-binding protein Pab1p, also interacts with eIF4A (Tif1p)  homologous to Tif4631p"
chr4,YDR158W,HOM2,CDS,23,"Aspartic beta semi-aldehyde dehydrogenase, catalyzes the second step in the common pathway for methionine and threonine biosynthesis  expression regulated by Gcn4p and the general control of amino acid synthesis"
chr16,YPR128C,ANT1,CDS,23,Peroxisomal adenine nucleotide transporter  involved in beta-oxidation of medium-chain fatty acid  required for peroxisome proliferation
chr2,YBR079C,RPG1,CDS,23,"Subunit of the core complex of translation initiation factor 3(eIF3), essential for translation  part of a subcomplex (Prt1p-Rpg1p-Nip1p) that stimulates binding of mRNA and tRNA(i)Met to ribosomes"
chr14,YNL029C,KTR5,CDS,23,Putative mannosyltransferase involved in protein glycosylation  member of the KRE2/MNT1 mannosyltransferase family
chr12,YLR153C,ACS2,CDS,23,"Acetyl-coA synthetase isoform which, along with Acs1p, is the nuclear source of acetyl-coA for histone acetylation  mutants affect global transcription  required for growth on glucose  expressed under anaerobic conditions"
chr4,YDR519W,FPR2,CDS,23,"Membrane-bound peptidyl-prolyl cis-trans isomerase (PPIase), binds to the drugs FK506 and rapamycin  expression pattern suggests possible involvement in ER protein trafficking"
chr16,YPL189W,GUP2,CDS,23,Probable membrane protein with a possible role in proton symport of glycerol  member of the MBOAT family of putative membrane-bound O-acyltransferases  Gup1p homolog
chr12,YLR139C,SLS1,CDS,23,Mitochondrial membrane protein that coordinates expression of mitochondrially-encoded genes  may facilitate delivery of mRNA to membrane-bound translation machinery
chr15,YOL125W,YOL125W,CDS,23,2'-O-methyltransferase responsible for modification of tRNA at position 4  exhibits no obvious similarity to other known methyltransferases
chr7,YGL258W,YGL258W,CDS,23,Protein of unknown function  highly induced in zinc-depleted conditions and has increased expression in NAP1 deletion mutants
chr8,YHR015W,MIP6,CDS,23,"Putative RNA-binding protein, interacts with Mex67p, which is a component of the nuclear pore involved in nuclear mRNA export"
chr5,YER032W,YER032W,CDS,23,"Protein involved in 3' mRNA processing, interacts with Ref2p  potential Cdc28p substrate"
chr1,YAR033W,MST28,CDS,23,"Putative integral membrane protein, involved in vesicle formation  forms complex with Mst27p  member of DUP240 gene family  binds COPI and COPII vesicles"
chr5,YEL040W,UTR2,CDS,23,Cell wall protein that functions in the transfer of chitin to beta(1-6)glucan  putative chitin transglycosidase  glycosylphosphatidylinositol (GPI)-anchored protein localized to the bud neck  has a role in cell wall maintenance
chr2,YBR193C,MED8,CDS,23,Subunit of the RNA polymerase II mediator complex  associates with core polymerase subunits to form the RNA polymerase II holoenzyme  essential for transcriptional regulation
chr14,YNL255C,GIS2,CDS,23,"Protein with seven cysteine-rich CCHC zinc-finger motifs, similar to human CNBP, proposed to be involved in the RAS/cAMP signaling pathway"
chr11,YKL161C,YKL161C,CDS,23,Protein kinase implicated in the Slt2p mitogen-activated (MAP) kinase signaling pathway  associates with Rlm1p
chr10,YJL034W,KAR2,CDS,23,"ATPase involved in protein import into the ER, also acts as a chaperone to mediate protein folding in the ER and may play a role in ER export of soluble proteins  regulates the unfolded protein response via interaction with Ire1p"
chr16,YPR011C,YPR011C,CDS,23,"Putative transporter, member of the mitochondrial carrier family  the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
chr15,YOR207C,RET1,CDS,24,"Second-largest subunit of RNA polymerase III, which is responsible for the transcription of tRNA and 5S RNA genes, and other low molecular weight RNAs"
chr4,YDR348C,YDR348C,CDS,24,Protein of unknown function  green fluorescent protein (GFP)-fusion protein localizes to the cell periphery and bud neck  potential Cdc28p substrate
chr13,YMR323W,YMR323W,CDS,24,"Protein of unknown function, has similarity to enolases"
chr16,YPL175W,YPL175W,CDS,24,"UDP-GlcNAc-binding and catalytic subunit of the enzyme that mediates the first step in glycosylphosphatidylinositol (GPI) biosynthesis, mutations cause defects in transcription and in biogenesis of cell wall proteins"
chr4,YDR517W,YDR517W,CDS,24,"Acetylated, cis-golgi localized protein involved in ER to Golgi transport  homolog of human GRASP65  forms a complex with the coiled-coil protein Bug1p  mutants are compromised for the fusion of ER-derived vesicles with Golgi membranes"
chr7,YGR263C,YGR263C,CDS,24,Sterol deacetylase  component of the sterol acetylation/deacetylation cycle along with Atf2p  integral membrane protein with active site in the ER lumen  green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum
chr15,YOL015W,YOL015W,CDS,24,Putative protein of unknown function  null mutant displays increased levels of spontaneous Rad52p foci
chr4,YDL122W,UBP1,CDS,24,Ubiquitin-specific protease that removes ubiquitin from ubiquitinated proteins  cleaves at the C terminus of ubiquitin fusions irrespective of their size  capable of cleaving polyubiquitin chains
chr7,YGR036C,CAX4,CDS,24,"Dolichyl pyrophosphate (Dol-P-P) phosphatase with a luminally oriented active site in the ER, cleaves the anhydride linkage in Dol-P-P, required for Dol-P-P-linked oligosaccharide intermediate synthesis and protein N-glycosylation"
chr5,YEL057C,YEL057C,CDS,24,Protein of unknown function involved in telomere maintenance  target of UME6 regulation
chr13,YMR296C,LCB1,CDS,24,"Component of serine palmitoyltransferase, responsible along with Lcb2p for the first committed step in sphingolipid synthesis, which is the condensation of serine with palmitoyl-CoA to form 3-ketosphinganine"
chr13,YML078W,CPR3,CDS,24,"Mitochondrial peptidyl-prolyl cis-trans isomerase (cyclophilin), catalyzes the cis-trans isomerization of peptide bonds N-terminal to proline residues  involved in protein refolding after import into mitochondria"
chr12,YLR417W,VPS36,CDS,24,Component of the ESCRT-II complex  contains the GLUE (GRAM Like Ubiquitin binding in EAP45) domain which is involved in interactions with ESCRT-I and ubiquitin-dependent sorting of proteins into the endosome
chr16,YPL281C,ERR2,CDS,24,"Protein of unknown function, has similarity to enolases"
chr15,YOL109W,ZEO1,CDS,24,Peripheral membrane protein of the plasma membrane that interacts with Mid2p  regulates the cell integrity pathway mediated by Pkc1p and Slt2p  the authentic protein is detected in a phosphorylated state in highly purified mitochondria
chr7,YGR140W,CBF2,CDS,24,"Essential kinetochore protein, component of the CBF3 multisubunit complex that binds to the CDEIII region of the centromere  Cbf2p also binds to the CDEII region possibly forming a different multimeric complex, ubiquitinated in vivo"
chr15,YOR265W,RBL2,CDS,24,"Protein involved in microtubule morphogenesis, required for protection from excess free beta-tubulin  proposed to be involved the folding of beta-tubulin  similar to mouse beta-tubulin cofactor A"
chr16,YPL255W,BBP1,CDS,24,"Protein required for the spindle pole body (SPB) duplication, localized at the central plaque periphery  forms a complex with a nuclear envelope protein Mps2p and SPB components Spc29p and Kar1p  required for mitotic functions of Cdc5p"
chr15,YOR313C,SPS4,CDS,24,Protein whose expression is induced during sporulation  not required for sporulation  heterologous expression in E. coli induces the SOS response that senses DNA damage
chr14,YNL202W,SPS19,CDS,24,"Peroxisomal 2,4-dienoyl-CoA reductase, auxiliary enzyme of fatty acid beta-oxidation  homodimeric enzyme required for growth and sporulation on petroselineate medium  expression induced during late sporulation and in the presence of oleate"
chr1,YAL012W,CYS3,CDS,24,"Cystathionine gamma-lyase, catalyzes one of the two reactions involved in the transsulfuration pathway that yields cysteine from homocysteine with the intermediary formation of cystathionine"
chr14,YNL147W,YNL147W,CDS,24,"Lsm (Like Sm) protein  part of heteroheptameric complexes (Lsm2p-7p and either Lsm1p or 8p): cytoplasmic Lsm1p complex involved in mRNA decay  nuclear Lsm8p complex part of U6 snRNP and possibly involved in processing tRNA, snoRNA, and rRNA"
chr2,YBR107C,IML3,CDS,24,"Protein with a role in kinetochore function, localizes to the outer kinetochore in a Ctf19p-dependent manner, interacts with Chl4p and Ctf19p"
chr14,YNR019W,ARE2,CDS,24,"Acyl-CoA:sterol acyltransferase, isozyme of Are1p  endoplasmic reticulum enzyme that contributes the major sterol esterification activity in the presence of oxygen"
chr11,YKR083C,DAD2,CDS,24,"Essential subunit of the Dam1 complex (aka DASH complex), couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation  is transferred to the kinetochore prior to mitosis"
chr11,YKL186C,MTR2,CDS,24,"mRNA transport regulator, essential nuclear protein  Mex67p and Mtr2p form a mRNA export complex which binds to RNA"
chr13,YMR048W,CSM3,CDS,24,Protein required for accurate chromosome segregation during meiosis
chr12,YLR218C,YLR218C,CDS,24,Putative protein of unknown function  green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm  YLR218C is not essential  mutants exhibit glycogen storage defects and growth defects on a non-fermentable carbon source
chr16,YPL127C,HHO1,CDS,24,"Histone H1, a linker histone required for nucleosome packaging at restricted sites  suppresses DNA repair involving homologous recombination  not required for telomeric silencing, basal transcriptional repression, or efficient sporulation"
chr11,YKL069W,YKL069W,CDS,24,"Methionine-R-sulfoxide reductase, reduces the R enantiomer of free Met-SO, in contrast to Ycl033Cp which reduces Met-R-SO in a peptide linkage  has a role in protection against oxidative stress"
chr16,YPL208W,YPL208W,CDS,24,"SET-domain lysine-N-methyltransferase, catalyzes the formation of dimethyllysine residues on the large ribsomal subunit protein L23a (RPL23A and RPL23B)"
chr15,YOL012C,HTZ1,CDS,24,"Histone variant H2AZ, exchanged for histone H2A in nucleosomes by the SWR1 complex  involved in transcriptional regulation through prevention of the spread of silent heterochromatin"
chr2,YBL020W,RFT1,CDS,24,Essential integral membrane protein that is required for translocation of Man5GlcNac2-PP-Dol from the cytoplasmic side to the lumenal side of the ER membrane but is not the flippase  mutation is suppressed by expression of human p53 protein
chr16,YPR058W,YMC1,CDS,24,"Mitochondrial protein, putative inner membrane transporter with a role in oleate metabolism and glutamate biosynthesis  member of the mitochondrial carrier (MCF) family  has similarity with Ymc2p"
chr5,YER030W,YER030W,CDS,24,Histone chaperone for Htz1p/H2A-H2B dimer  required for the stabilization of the Chz1p-Htz1-H2B complex  has overlapping function with Nap1p  null mutant displays weak sensitivity to MMS and benomyl  contains a highly conserved CHZ motif
chr4,YDR282C,YDR282C,CDS,24,Putative protein of unknown function
chr2,YBR192W,RIM2,CDS,24,Mitochondrial pyrimidine nucleotide transporter  imports pyrimidine nucleoside triphosphates and exports pyrimidine nucleoside monophosphates  member of the mitochondrial carrier family
chr13,YMR025W,CSI1,CDS,24,"Subunit of the Cop9 signalosome, which is required for deneddylation, or removal of the ubiquitin-like protein Rub1p from Cdc53p (cullin)  involved in adaptation to pheromone signaling"
chr15,YOR378W,YOR378W,CDS,24,Putative protein of unknown function  belongs to the DHA2 family of drug:H+ antiporters  YOR378W is not an essential gene
chr15,YOR165W,SEY1,CDS,24,"Protein of unknown function, contains two predicted GTP-binding motifs GXXXXGKS and DXXG near the N-terminus, homolog of the Arabidopsis gene RHD3 (Root Hair Defective)"
chr12,YLR151C,PCD1,CDS,24,"Peroxisomal nudix pyrophosphatase with specificity for coenzyme A and CoA derivatives, may function to remove potentially toxic oxidized CoA disulfide from peroxisomes to maintain the capacity for beta-oxidation of fatty acids"
chr15,YOR242C,SSP2,CDS,24,Sporulation specific protein that localizes to the spore wall  required for sporulation at a point after meiosis II and during spore wall formation  SSP2 expression is induced midway in meiosis
chr10,YJR043C,POL32,CDS,24,"Third subunit of DNA polymerase delta, involved in chromosomal DNA replication  required for error-prone DNA synthesis in the presence of DNA damage and processivity  interacts with Hys2p, PCNA (Pol30p), and Pol1p"
chr2,YBR049C,REB1,CDS,24,RNA polymerase I enhancer binding protein  DNA binding protein which binds to genes transcribed by both RNA polymerase I and RNA polymerase II  required for termination of RNA polymerase I transcription
chr9,YIR031C,DAL7,CDS,24,"Malate synthase, role in allantoin degradation unknown  expression sensitive to nitrogen catabolite repression and induced by allophanate, an intermediate in allantoin degradation"
chr13,YMR253C,YMR253C,CDS,24,Putative protein of unknown function  green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern  YMR253C is not an essential gene
chr12,YLR438W,CAR2,CDS,24,"L-ornithine transaminase (OTAse), catalyzes the second step of arginine degradation, expression is dually-regulated by allophanate induction and a specific arginine induction process  not nitrogen catabolite repression sensitive"
chr10,YJL063C,MRPL8,CDS,24,Mitochondrial ribosomal protein of the large subunit
chr4,YDR337W,MRPS28,CDS,24,Mitochondrial ribosomal protein of the small subunit
chr12,YLR382C,NAM2,CDS,24,"Mitochondrial leucyl-tRNA synthetase, also has a direct role in splicing of several mitochondrial group I introns  indirectly required for mitochondrial genome maintenance"
chr15,YOR291W,YOR291W,CDS,24,Putative protein of unknown function  shares sequence similarity with the type V P-type ATPase Spf1p  YOR291W is not an essential protein
chr10,YJL078C,PRY3,CDS,25,Protein of unknown function
chr14,YNR060W,FRE4,CDS,25,"Ferric reductase, reduces a specific subset of siderophore-bound iron prior to uptake by transporters  expression induced by low iron levels"
chr4,YDL065C,PEX19,CDS,25,"Chaperone and import receptor for newly-synthesized class I peroxisomal membrane proteins (PMPs), binds PMPs in the cytoplasm and delivers them to the peroxisome for subsequent insertion into the peroxisomal membrane"
chr10,YJR048W,CYC1,CDS,25,"Cytochrome c, isoform 1  electron carrier of the mitochondrial intermembrane space that transfers electrons from ubiquinone-cytochrome c oxidoreductase to cytochrome c oxidase during cellular respiration"
chr14,YNL270C,ALP1,CDS,25,Arginine transporter  expression is normally very low and it is unclear what conditions would induce significant expression
chr13,YMR052W,FAR3,CDS,25,"Protein involved in G1 cell cycle arrest in response to pheromone, in a pathway different from the Far1p-dependent pathway  interacts with Far7p, Far8p, Far9p, Far10p, and Far11p"
chr16,YPR086W,SUA7,CDS,25,"Transcription factor TFIIB, a general transcription factor required for transcription initiation and start site selection by RNA polymerase II"
chr14,YNL252C,MRPL17,CDS,25,Mitochondrial ribosomal protein of the large subunit
chr4,YDL058W,USO1,CDS,25,"Essential protein involved in intracellular protein transport, coiled-coil protein necessary for transport from ER to Golgi  required for assembly of the ER-to-Golgi SNARE complex"
chr8,YHR044C,DOG1,CDS,25,"2-deoxyglucose-6-phosphate phosphatase, similar to Dog2p, member of a family of low molecular weight phosphatases  confers 2-deoxyglucose resistance when overexpressed, in vivo substrate has not yet been identified"
chr12,YLR088W,GAA1,CDS,25,"Subunit of the GPI (glycosylphosphatidylinositol):protein transamidase complex, removes the GPI-anchoring signal and attaches GPI to proteins in the ER"
chr4,YDL197C,ASF2,CDS,25,Anti-silencing protein that causes derepression of silent loci when overexpressed
chr16,YPL256C,CLN2,CDS,25,"G1 cyclin involved in regulation of the cell cycle  activates Cdc28p kinase to promote the G1 to S phase transition  late G1 specific expression depends on transcription factor complexes, MBF (Swi6p-Mbp1p) and SBF (Swi6p-Swi4p)"
chr12,YLR135W,SLX4,CDS,25,"Subunit of a complex, with Slx1p, that hydrolyzes 5' branches from duplex DNA in response to stalled or converging replication forks  function overlaps with that of Sgs1p-Top3p"
chr2,YBR185C,MBA1,CDS,25,Protein involved in assembly of mitochondrial respiratory complexes  may act as a receptor for proteins destined for export from the mitochondrial matrix to the inner membrane
chr14,YNL056W,YNL056W,CDS,25,Putative protein with similarity to predicted tyrosine phosphatases Oca1p and Siw14p  green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm  YNL056W is not an essential gene
chr12,YLR273C,PIG1,CDS,25,Putative targeting subunit for the type-1 protein phosphatase Glc7p that tethers it to the Gsy2p glycogen synthase
chr2,YBR160W,CDC28,CDS,25,Catalytic subunit of the main cell cycle cyclin-dependent kinase (CDK)  alternately associates with G1 cyclins (CLNs) and G2/M cyclins (CLBs) which direct the CDK to specific substrates
chr5,YEL020W-A,TIM9,CDS,25,"Mitochondrial intermembrane space protein, forms a complex with Mrs11p/Tim10p that mediates import and insertion of a subset of polytopic inner membrane proteins  may prevent aggregation of incoming proteins in a chaperone-like manner"
chr14,YNL037C,IDH1,CDS,25,"Subunit of mitochondrial NAD(+)-dependent isocitrate dehydrogenase, which catalyzes the oxidation of isocitrate to alpha-ketoglutarate in the TCA cycle"
chr7,YGR012W,YGR012W,CDS,25,"Putative cysteine synthase, localized to the mitochondrial outer membrane"
chr14,YNL273W,TOF1,CDS,25,"Subunit of a replication-pausing checkpoint complex (Tof1p-Mrc1p-Csm3p) that acts at the stalled replication fork to promote sister chromatid cohesion after DNA damage, facilitating gap repair of damaged DNA  interacts with the MCM helicase"
chr16,YPR017C,DSS4,CDS,25,"Guanine nucleotide dissociation stimulator for Sec4p, functions in the post-Golgi secretory pathway  binds zinc, found both on membranes and in the cytosol"
chr4,YDR004W,RAD57,CDS,25,Protein that stimulates strand exchange by stabilizing the binding of Rad51p to single-stranded DNA  involved in the recombinational repair of double-strand breaks in DNA during vegetative growth and meiosis  forms heterodimer with Rad55p
chr16,YPR169W,YPR169W,CDS,25,Essential protein of unknown function  fluorescent protein (GFP or YFP)-tagged protein localizes to nucleus and nucleolus
chr2,YBL026W,YBL026W,CDS,25,"Lsm (Like Sm) protein  part of heteroheptameric complexes (Lsm2p-7p and either Lsm1p or 8p): cytoplasmic Lsm1p complex involved in mRNA decay  nuclear Lsm8p complex part of U6 snRNP and possibly involved in processing tRNA, snoRNA, and rRNA"
chr3,YCL063W,VAC17,CDS,25,Protein involved in vacuole inheritance  acts as a vacuole-specific receptor for myosin Myo2p
chr4,YDL141W,BPL1,CDS,25,"Biotin:apoprotein ligase, covalently modifies proteins with the addition of biotin, required for acetyl-CoA carboxylase (Acc1p) holoenzyme formation"
chr3,YCR075C,ERS1,CDS,25,"Protein with similarity to human cystinosin, which is a H(+)-driven transporter involved in L-cystine export from lysosomes and implicated in the disease cystinosis  contains seven transmembrane domains"
chr11,YKL033W,YKL033W,CDS,25,Putative protein of unknown function  subunit of the ASTRA complex which is part of the chromatin remodeling machinery  similar to S. pombe Tti1p  detected in highly purified mitochondria in high-throughput studies
chr12,YLR264W,RPS28B,CDS,25,Protein component of the small (40S) ribosomal subunit  nearly identical to Rps28Ap and has similarity to rat S28 ribosomal protein
chr2,YBR230W-A,YBR230W-A,CDS,25,Putative protein of unknown function
chr6,YFR025C,HIS2,CDS,25,"Histidinolphosphatase, catalyzes the eighth step in histidine biosynthesis  mutations cause histidine auxotrophy and sensitivity to Cu, Co, and Ni salts  transcription is regulated by general amino acid control"
chr4,YDL100C,ARR4,CDS,25,"Guanine nucleotide exchange factor for Gpa1p  amplifies G protein signaling  subunit of the GET complex, which is involved in Golgi to ER trafficking and insertion of proteins into the ER membrane  has low-level ATPase activity"
chr7,YGL143C,MRF1,CDS,25,"Mitochondrial translation release factor, involved in stop codon recognition and hydrolysis of the peptidyl-tRNA bond during mitochondrial translation  lack of MRF1 causes mitochondrial genome instability"
chr3,YCR077C,PAT1,CDS,25,"Topoisomerase II-associated deadenylation-dependent mRNA-decapping factor  also required for faithful chromosome transmission, maintenance of rDNA locus stability, and protection of mRNA 3'-UTRs from trimming  functionally linked to Pab1p"
chr14,YNL012W,YNL012W,CDS,25,"Meiosis-specific protein with similarity to phospholipase B, required for meiotic spindle pole body duplication and separation  required for spore formation"
chr15,YOR258W,HNT3,CDS,25,"Member of the third branch of the histidine triad (HIT) superfamily of nucleotide-binding proteins  similar to Aprataxin, a Hint related protein that is mutated in individuals with ataxia with oculomotor apraxia"
chr9,YIL040W,YIL040W,CDS,25,Protein involved in nucleocytoplasmic transport of mRNA
chr2,YBR251W,MRPS5,CDS,25,Mitochondrial ribosomal protein of the small subunit
chr1,YAL001C,YAL001C,CDS,25,Largest of six subunits of the RNA polymerase III transcription initiation factor complex (TFIIIC)  part of the TauB domain of TFIIIC that binds DNA at the BoxB promoter sites of tRNA and similar genes  cooperates with Tfc6p in DNA binding
chr3,YCL001W,RER1,CDS,25,"Protein involved in retention of membrane proteins, including Sec12p, in the ER  localized to Golgi  functions as a retrieval receptor in returning membrane proteins to the ER"
chr7,YGR249W,MGA1,CDS,25,Protein similar to heat shock transcription factor  multicopy suppressor of pseudohyphal growth defects of ammonium permease mutants
chr4,YDR073W,SNF11,CDS,25,Subunit of the SWI/SNF chromatin remodeling complex involved in transcriptional regulation  interacts with a highly conserved 40-residue sequence of Snf2p
chr12,YLR456W,YLR456W,CDS,25,"Putative protein of unknown function  null mutant displays increased resistance to antifungal agents gliotoxin, cycloheximide and H2O2"
chr14,YNL169C,PSD1,CDS,25,"Phosphatidylserine decarboxylase of the mitochondrial inner membrane, converts phosphatidylserine to phosphatidylethanolamine"
chr12,YLR049C,YLR049C,CDS,25,Putative protein of unknown function
chr8,YHR154W,RTT107,CDS,25,"Protein implicated in Mms22-dependent DNA repair during S phase, DNA damage induces phosphorylation by Mec1p at one or more SQ/TQ motifs  interacts with Mms22p and Slx4p  has four BRCT domains  has a role in regulation of Ty1 transposition"
chr4,YDR100W,YDR100W,CDS,25,Integral membrane protein localized to late Golgi vesicles along with the v-SNARE Tlg2p
chr3,YCL005W-A,YCL005W-A,CDS,25,Vacuolar H+ ATPase subunit e of the V-ATPase V0 subcomplex  essential for vacuolar acidification  interacts with the V-ATPase assembly factor Vma21p in the ER  involved in V0 biogenesis
chr7,YGR108W,CLB1,CDS,25,"B-type cyclin involved in cell cycle progression  activates Cdc28p to promote the transition from G2 to M phase  accumulates during G2 and M, then targeted via a destruction box motif for ubiquitin-mediated degradation by the proteasome"
chr4,YDR170C,SEC7,CDS,25,"Guanine nucleotide exchange factor (GEF) for ADP ribosylation factors involved in proliferation of the Golgi, intra-Golgi transport and ER-to-Golgi transport  found in the cytoplasm and on Golgi-associated coated vesicles"
chr8,YHR013C,ARD1,CDS,25,"Subunit of the N-terminal acetyltransferase NatA (Nat1p, Ard1p, Nat5p)  N-terminally acetylates many proteins, which influences multiple processes such as the cell cycle, heat-shock resistance, mating, sporulation, and telomeric silencing"
chr14,YNL166C,BNI5,CDS,25,"Protein involved in organization of septins at the mother-bud neck, may interact directly with the Cdc11p septin, localizes to bud neck in a septin-dependent manner"
chr4,YDR389W,SAC7,CDS,25,"GTPase activating protein (GAP) for Rho1p, involved in signaling to the actin cytoskeleton, null mutations suppress tor2 mutations and temperature sensitive mutations in actin  potential Cdc28p substrate"
chr10,YJL046W,YJL046W,CDS,25,Putative lipoate-protein ligase A family member  null mutant is viable and displays respiratory growth defect
chr9,YIL021W,RPB3,CDS,25,"RNA polymerase II third largest subunit B44, part of central core  similar to prokaryotic alpha subunit"
chr2,YBR265W,TSC10,CDS,25,"3-ketosphinganine reductase, catalyzes the second step in phytosphingosine synthesis, essential for growth in the absence of exogenous dihydrosphingosine or phytosphingosine, member of short chain dehydrogenase/reductase protein family"
chr4,YDL179W,PCL9,CDS,25,"Cyclin, forms a functional kinase complex with Pho85p cyclin-dependent kinase (Cdk), expressed in late M/early G1 phase, activated by Swi5p"
chr4,YDR381W,YDR381W,CDS,25,"Nuclear protein that binds to RNA and to Mex67p, required for export of poly(A)+ mRNA from the nucleus  member of the REF (RNA and export factor binding proteins) family  another family member, Yra2p, can substitute for Yra1p function"
chr10,YJR098C,YJR098C,CDS,25,"Putative protein of unknown function  the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
chr12,YLR380W,CSR1,CDS,25,Phosphatidylinositol transfer protein with a potential role in regulating lipid and fatty acid metabolism under heme-depleted conditions  interacts specifically with thioredoxin peroxidase  may have a role in oxidative stress resistance
chr11,YKL006C-A,YKL006C-A,CDS,25,"Intra-Golgi v-SNARE, required for transport of proteins between an early and a later Golgi compartment"
chr14,YNL098C,RAS2,CDS,25,"GTP-binding protein that regulates the nitrogen starvation response, sporulation, and filamentous growth  farnesylation and palmitoylation required for activity and localization to plasma membrane  homolog of mammalian Ras proto-oncogenes"
chr14,YNL051W,COG5,CDS,25,"Component of the conserved oligomeric Golgi complex (Cog1p through Cog8p), a cytosolic tethering complex that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments"
chr10,YJL178C,ATG27,CDS,25,Type I membrane protein involved in autophagy and the cytoplasm-to-vacuole targeting (Cvt) pathway  may be involved in membrane delivery to the phagophore assembly site
chr7,YGR262C,BUD32,CDS,25,"Protein kinase proposed to be involved in bud-site selection, telomere uncapping and elongation, and transcription  component of the EKC/KEOPS protein complex with Kae1p, Cgi121p, Pcc1p, and Gon7p"
chr5,YER048C,CAJ1,CDS,25,"Nuclear type II J heat shock protein of the E. coli dnaJ family, contains a leucine zipper-like motif, binds to non-native substrates for presentation to Ssa3p, may function during protein translocation, assembly and disassembly"
chr11,YKL164C,PIR1,CDS,25,"O-glycosylated protein required for cell wall stability  attached to the cell wall via beta-1,3-glucan  mediates mitochondrial translocation of Apn1p  expression regulated by the cell integrity pathway and by Swi5p during the cell cycle"
chr13,YMR044W,IOC4,CDS,25,"Member of a complex (Isw1b) with Isw1p and Ioc2p that exhibits nucleosome-stimulated ATPase activity and acts within coding regions to coordinate transcription elongation with termination and processing, contains a PWWP motif"
chr13,YML034W,YML034W,CDS,25,Inner nuclear membrane protein that functions in regulation of subtelomeric genes and is linked to TREX (transcription export) factors  SRC1 produces 2 splice variant proteins with different functions  possible role in chromatid segregation
chr4,YDR499W,LCD1,CDS,25,Essential protein required for the DNA integrity checkpoint pathways  interacts physically with Mec1p  putative homolog of S. pombe Rad26 and human ATRIP
chr13,YML021C,UNG1,CDS,25,"Uracil-DNA glycosylase, required for repair of uracil in DNA formed by spontaneous cytosine deamination, not required for strand-specific mismatch repair, cell-cycle regulated, expressed in late G1, localizes to mitochondria and nucleus"
chr15,YOR393W,ERR1,CDS,25,"Protein of unknown function, has similarity to enolases"
chr11,YKL122C,SRP21,CDS,25,"Subunit of the signal recognition particle (SRP), which functions in protein targeting to the endoplasmic reticulum membrane  not found in mammalian SRP  forms a pre-SRP structure in the nucleolus that is translocated to the cytoplasm"
chr7,YGR276C,RNH70,CDS,25,3'-5' exoribonuclease  required for maturation of 3' ends of 5S rRNA and tRNA-Arg3 from dicistronic transcripts
chr16,YPR073C,LTP1,CDS,25,Protein phosphotyrosine phosphatase of unknown cellular role  activated by adenine
chr7,YGL108C,YGL108C,CDS,25,"Protein of unknown function, predicted to be palmitoylated  green fluorescent protein (GFP)-fusion protein localizes to the cell periphery"
chr1,YAL024C,LTE1,CDS,25,"Putative GDP/GTP exchange factor required for mitotic exit at low temperatures  acts as a guanine nucleotide exchange factor (GEF) for Tem1p, which is a key regulator of mitotic exit  physically associates with Ras2p-GTP"
chr2,YBR052C,YBR052C,CDS,26,Protein of unknown function  member of a flavodoxin-like fold protein family that includes Pst2p and Ycp4p  green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern
chr11,YKL165C,MCD4,CDS,26,Protein involved in glycosylphosphatidylinositol (GPI) anchor synthesis  multimembrane-spanning protein that localizes to the endoplasmic reticulum  highly conserved among eukaryotes
chr7,YGL077C,HNM1,CDS,26,Choline/ethanolamine transporter  involved in the uptake of nitrogen mustard and the uptake of glycine betaine during hypersaline stress  co-regulated with phospholipid biosynthetic genes and negatively regulated by choline and myo-inositol
chr2,YBR118W,TEF2,CDS,26,Translational elongation factor EF-1 alpha  also encoded by TEF1  functions in the binding reaction of aminoacyl-tRNA (AA-tRNA) to ribosomes
chr10,YJR011C,YJR011C,CDS,26,Putative protein of unknown function  GFP-fusion protein expression is induced in response to the DNA-damaging agent MMS
